JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,ICETH(m),Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),     MAC,
 14742.000,  1151.728,   298.054,     4.164,     0.000,     0.000,     0.000,     0.250,   122.494,  1455.700,     1.000,     0.000,     6.540,  -155.844,     0.000,   327.048,   392.779,    86.455,     3.658,     0.000,         0.000,
 14743.000,  1132.385,   297.832,     4.181,     0.000,     0.000,     0.000,     0.250,   122.272,  1455.700,     1.000,     0.000,     6.900,  -190.601,     0.000,   302.783,   393.909,    93.222,     6.254,     0.000,         0.000,
 14744.000,  1041.855,   297.614,     4.160,     0.000,     0.000,     0.000,     0.250,   122.054,  1455.700,     1.000,     0.000,     6.703,  -195.955,     0.000,   313.211,   396.664,   110.008,     2.494,     0.000,         0.000,
 14745.000,  1095.782,   297.404,     4.151,     0.000,     0.000,     0.000,     0.250,   121.844,  1455.700,     1.000,     0.000,     6.723,  -233.425,     0.000,   305.445,   397.593,   133.229,     8.047,     0.000,         0.000,
 14746.000,  1103.782,   297.214,     4.154,     0.000,     0.000,     0.000,     0.250,   121.654,  1455.700,     1.000,     0.000,     6.783,  -198.874,     0.000,   317.479,   398.871,   113.376,     4.106,     0.000,         0.000,
 14747.000,  1077.796,   296.989,     4.157,     0.000,     0.000,     0.000,     0.250,   121.429,  1446.800,     1.000,     0.000,     6.693,  -175.663,     0.000,   332.328,   398.431,   113.507,    -3.946,     0.000,         0.000,
 14748.000,  1115.122,   296.784,     4.162,     0.000,     0.000,     0.000,     0.250,   121.224,  1446.800,     1.000,     0.000,     6.730,  -200.343,     0.000,   312.292,   395.674,   111.575,     5.386,     0.000,         0.000,
 14749.000,  1164.449,   296.628,     4.161,     0.000,     0.000,     0.000,     0.250,   121.068,  1446.800,     1.000,     0.000,     6.737,  -178.749,     0.000,   329.173,   392.939,    95.264,    19.719,     0.000,         0.000,
 14750.000,  1146.491,   296.520,     4.160,     0.000,     0.000,     0.000,     0.250,   120.960,  1446.800,     1.000,     0.000,     6.470,  -223.311,     0.000,   316.207,   389.535,   107.510,    42.473,     0.000,         0.000,
 14751.000,  1194.449,   296.382,     4.156,     0.000,     0.000,     0.000,     0.250,   120.822,  1446.800,     1.000,     0.000,     6.680,  -178.424,     0.000,   304.466,   388.439,    68.568,    25.883,     0.000,         0.000,
 14752.000,  1176.066,   296.389,     4.155,     0.000,     0.000,     0.000,     0.250,   120.829,  1446.800,     1.000,     0.000,     6.481,  -153.262,     0.000,   320.752,   387.841,    67.678,    18.496,     0.000,         0.000,
 14753.000,  1195.098,   296.620,     4.158,     0.000,     0.000,     0.000,     0.250,   121.060,  1446.800,     1.000,     0.000,     6.643,  -166.409,     0.000,   301.234,   387.127,    57.328,    23.188,     0.000,         0.000,
 14754.000,  1241.066,   296.771,     4.164,     0.000,     0.000,     0.000,     0.250,   121.211,  1446.800,     1.000,     0.000,     6.641,  -211.609,     0.000,   283.672,   386.045,    86.161,    23.075,     0.000,         0.000,
 14755.000,  1279.821,   296.783,     4.168,     0.000,     0.000,     0.000,     0.250,   121.223,  1446.800,     1.000,     0.000,     6.810,  -166.660,     0.000,   304.958,   385.571,    72.109,    13.939,     0.000,         0.000,
 14756.000,  1166.353,   296.816,     4.164,     0.000,     0.000,     0.000,     0.250,   121.256,  1446.800,     1.000,     0.000,     6.728,  -139.295,     0.000,   325.942,   384.854,    60.837,    19.546,     0.000,         0.000,
 14757.000,  1110.804,   297.236,     4.155,     0.000,     0.000,     0.000,     0.250,   121.676,  1455.700,     1.000,     0.000,     6.716,  -127.808,     0.000,   326.689,   383.969,    49.017,    21.510,     0.000,         0.000,
