JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,ICETH(m),Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),     MAC,
 22787.000,   955.774,   323.865,     7.701,     0.000,     0.000,     0.000,     0.250,   148.305,  1765.900,     1.000,     0.000,     8.953,  -100.321,     0.000,   386.743,   405.064,    98.074,   -16.075,     0.000,         0.000,
 22788.000,   963.237,   323.781,     7.692,     0.000,     0.000,     0.000,     0.250,   148.221,  1765.900,     1.000,     0.000,     8.913,  -190.784,     0.000,   325.499,   403.630,   108.701,     3.953,     0.000,         0.000,
 22789.000,   993.117,   323.696,     7.673,     0.000,     0.000,     0.000,     0.250,   148.136,  1765.900,     1.000,     0.000,     8.928,  -233.993,     0.000,   299.578,   402.770,   113.516,    17.284,     0.000,         0.000,
 22790.000,   986.418,   323.596,     7.663,     0.000,     0.000,     0.000,     0.250,   148.036,  1765.900,     1.000,     0.000,     8.969,  -247.223,     0.000,   301.713,   403.874,   128.367,    16.695,     0.000,         0.000,
 22791.000,   985.500,   323.465,     7.661,     0.000,     0.000,     0.000,     0.250,   147.905,  1765.900,     1.000,     0.000,     8.981,  -319.452,     0.000,   279.382,   403.293,   152.260,    43.282,     0.000,         0.000,
 22792.000,   978.083,   323.342,     7.686,     0.000,     0.000,     0.000,     0.250,   147.782,  1765.900,     1.000,     0.000,     9.013,  -272.079,     0.000,   285.114,   402.669,   119.598,    34.925,     0.000,         0.000,
 22793.000,   988.301,   323.221,     7.686,     0.000,     0.000,     0.000,     0.250,   147.661,  1765.900,     1.000,     0.000,     8.962,  -223.621,     0.000,   298.272,   402.469,    97.918,    21.505,     0.000,         0.000,
 22794.000,   989.893,   323.102,     7.686,     0.000,     0.000,     0.000,     0.250,   147.542,  1765.900,     1.000,     0.000,     8.957,  -207.045,     0.000,   302.450,   402.572,    92.751,    14.171,     0.000,         0.000,
 22795.000,   984.423,   323.002,     7.694,     0.000,     0.000,     0.000,     0.250,   147.442,  1765.900,     1.000,     0.000,     9.023,  -217.235,     0.000,   310.869,   403.880,   114.328,     9.895,     0.000,         0.000,
 22796.000,   954.552,   322.911,     7.686,     0.000,     0.000,     0.000,     0.250,   147.351,  1765.900,     1.000,     0.000,     9.118,  -180.233,     0.000,   338.870,   406.721,   115.056,    -2.673,     0.000,         0.000,
 22797.000,   905.937,   322.816,     7.661,     0.000,     0.000,     0.000,     0.250,   147.256,  1765.900,     1.000,     0.000,     9.073,  -144.820,     0.000,   362.302,   410.029,   115.473,   -18.378,     0.000,         0.000,
 22798.000,   876.921,   322.719,     7.694,     0.000,     0.000,     0.000,     0.250,   147.159,  1765.900,     1.000,     0.000,     9.124,  -107.281,     0.000,   391.740,   413.959,   113.196,   -28.134,     0.000,         0.000,
