$10/1/1995-12/31/2016 SHA outflow (historical),,,,,
,,,,,
JDAY,QOUT,QOUT,QOUT,QOUT,QOUT
17263,0.0,0.0,137.5,0.0,0.0
17264,0.0,0.0,121.7,0.0,0.0
17265,0.0,0.0,136.8,0.0,0.0
17266,0.0,0.0,152.7,0.0,0.0
17267,0.0,0.0,151.7,0.0,0.0
17268,0.0,0.0,130.7,0.0,0.0
17269,0.0,0.0,134.3,0.0,0.0
17270,0.0,0.0,152.1,0.0,0.0
17271,0.0,0.0,167.8,0.0,0.0
17272,0.0,0.0,173.3,0.0,0.0
17273,0.0,0.0,173.4,0.0,0.0
17274,0.0,0.0,158.1,0.0,0.0
17275,0.0,0.0,146.4,0.0,0.0
17276,0.0,0.0,140.7,0.0,0.0
17277,0.0,0.0,142.2,0.0,0.0
17278,0.0,0.0,131.0,0.0,0.0
17279,0.0,0.0,141.0,0.0,0.0
17280,0.0,0.0,153.4,0.0,0.0
17281,0.0,0.0,153.3,0.0,0.0
17282,0.0,0.0,159.8,0.0,0.0
17283,0.0,0.0,186.5,0.0,0.0
17284,0.0,0.0,174.3,0.0,0.0
17285,0.0,0.0,182.9,0.0,0.0
17286,0.0,0.0,204.3,0.0,0.0
17287,0.0,0.0,175.1,0.0,0.0
17288,0.0,0.0,168.5,0.0,0.0
17289,0.0,0.0,164.0,0.0,0.0
17290,0.0,0.0,169.1,0.0,0.0
17291,0.0,0.0,163.0,0.0,0.0
17292,0.0,0.0,164.7,0.0,0.0
17293,0.0,0.0,184.3,0.0,0.0
17294,0.0,0.0,207.4,0.0,0.0
17295,0.0,0.0,188.1,0.0,0.0
17296,0.0,0.0,189.9,0.0,0.0
17297,0.0,0.0,213.2,0.0,0.0
17298,0.0,0.0,230.0,0.0,0.0
17299,0.0,0.0,230.6,0.0,0.0
17300,0.0,0.0,219.2,0.0,0.0
17301,0.0,0.0,215.4,0.0,0.0
17302,0.0,0.0,220.9,0.0,0.0
17303,0.0,0.0,214.1,0.0,0.0
17304,0.0,0.0,205.5,0.0,0.0
17305,0.0,0.0,210.5,0.0,0.0
