$2/1/1990-8/29/2024 SHA outflow (historical),,,,,
,,,,,
JDAY,QOUT,QOUT,QOUT,QOUT,QOUT
15033,136.3,0.0,0.0,0.0,0.0
15034,152.4,0.0,0.0,0.0,0.0
15035,152.4,0.0,0.0,0.0,0.0
15036,110.2,0.0,0.0,0.0,0.0
15037,99.1,0.0,0.0,0.0,0.0
15038,52.1,0.0,0.0,0.0,0.0
15039,49.7,0.0,0.0,0.0,0.0
15040,60.9,0.0,0.0,0.0,0.0
15041,63.6,0.0,0.0,0.0,0.0
15042,63.6,0.0,0.0,0.0,0.0
15043,63.6,0.0,0.0,0.0,0.0
15044,74.2,0.0,0.0,0.0,0.0
15045,70.9,0.0,0.0,0.0,0.0
15046,71.1,0.0,0.0,0.0,0.0
15047,69.5,0.0,0.0,0.0,0.0
15048,65.9,0.0,0.0,0.0,0.0
15049,65.9,0.0,0.0,0.0,0.0
15050,65.9,0.0,0.0,0.0,0.0
15051,75.3,0.0,0.0,0.0,0.0
15052,65.1,0.0,0.0,0.0,0.0
15053,52.3,0.0,0.0,0.0,0.0
15054,64.4,0.0,0.0,0.0,0.0
15055,58.4,0.0,0.0,0.0,0.0
15056,26.5,0.0,0.0,0.0,0.0
15057,42.6,0.0,0.0,0.0,0.0
15058,12.1,0.0,0.0,0.0,0.0
15059,8.1,0.0,0.0,0.0,0.0
15060,61.4,0.0,0.0,0.0,0.0
15061,68.8,0.0,0.0,0.0,0.0
15062,67.4,0.0,0.0,0.0,0.0
15063,67.4,0.0,0.0,0.0,0.0
15064,67.4,0.0,0.0,0.0,0.0
15065,56.0,0.0,0.0,0.0,0.0
15066,56.3,0.0,0.0,0.0,0.0
15067,68.6,0.0,0.0,0.0,0.0
15068,64.4,0.0,0.0,0.0,0.0
15069,70.9,0.0,0.0,0.0,0.0
15070,70.9,0.0,0.0,0.0,0.0
15071,70.9,0.0,0.0,0.0,0.0
15072,69.2,0.0,0.0,0.0,0.0
15073,69.2,0.0,0.0,0.0,0.0
15074,68.5,0.0,0.0,0.0,0.0
15075,70.2,0.0,0.0,0.0,0.0
15076,70.2,0.0,0.0,0.0,0.0
15077,75.0,0.0,0.0,0.0,0.0
15078,75.0,0.0,0.0,0.0,0.0
15079,75.0,0.0,0.0,0.0,0.0
15080,75.0,0.0,0.0,0.0,0.0
15081,74.6,0.0,0.0,0.0,0.0
15082,75.6,0.0,0.0,0.0,0.0
15083,77.0,0.0,0.0,0.0,0.0
15084,73.7,0.0,0.0,0.0,0.0
15085,73.7,0.0,0.0,0.0,0.0
15086,97.4,0.0,0.0,0.0,0.0
15087,97.4,0.0,0.0,0.0,0.0
