$2/1/1990-8/29/2024 McCloud River (proportional estimate),
,
JDAY,QIN
18607,17.41
18608,20.58
18609,19.26
18610,33.13
18611,33.31
18612,27.24
18613,21.39
18614,20.02
18615,19.03
18616,17.69
18617,19.87
18618,18.69
18619,21.5
18620,20.86
18621,18.1
18622,17.86
18623,17.53
18624,17.35
18625,16.0
18626,18.96
18627,17.85
18628,17.82
18629,16.95
18630,17.35
18631,17.53
18632,17.71
18633,17.75
18634,18.69
18635,13.89
18636,25.13
18637,21.86
18638,33.71
18639,34.8
18640,23.03
18641,23.95
18642,20.49
18643,18.81
18644,18.05
18645,19.89
18646,17.78
18647,18.04
18648,20.03
18649,17.65
18650,19.58
18651,22.59
18652,26.86
18653,33.18
18654,25.65
18655,23.95
18656,20.89
18657,23.9
18658,20.89
18659,19.13
18660,17.93
18661,20.0
18662,19.37
18663,18.97
18664,20.0
18665,20.51
18666,19.94
18667,19.95
18668,30.02
18669,25.17
18670,31.66
18671,24.66
18672,21.74
18673,21.57
18674,21.75
18675,22.69
18676,27.78
18677,39.86
18678,49.59
18679,91.03
18680,134.1
18681,100.28
18682,61.14
18683,56.16
18684,57.1
18685,46.46
18686,38.9
18687,36.68
18688,34.34
18689,38.98
18690,33.47
18691,67.45
18692,96.12
18693,63.63
18694,52.94
18695,50.26
18696,46.02
18697,42.63
18698,36.89
18699,34.61
18700,34.96
18701,32.68
18702,33.52
18703,31.09
18704,30.85
18705,28.97
18706,32.36
18707,35.54
18708,34.41
18709,38.47
18710,38.11
18711,44.21
18712,51.23
18713,41.04
18714,36.76
18715,35.46
18716,35.12
18717,34.76
18718,35.48
18719,31.91
18720,31.65
18721,30.36
18722,27.55
18723,27.0
18724,37.53
18725,28.36
18726,26.74
18727,25.71
18728,25.13
18729,24.96
18730,24.48
18731,24.64
18732,23.77
18733,24.32
18734,24.48
18735,25.99
18736,30.62
18737,30.12
18738,34.86
18739,28.45
18740,27.29
18741,25.78
18742,29.78
18743,29.39
18744,31.61
18745,31.18
18746,30.5
18747,30.46
18748,29.49
18749,28.03
18750,25.79
18751,26.32
18752,25.95
18753,25.38
18754,25.91
18755,25.98
18756,26.26
18757,24.9
18758,25.82
18759,25.62
18760,26.22
18761,25.63
18762,24.83
18763,27.98
18764,25.84
18765,24.04
18766,24.01
18767,23.29
18768,21.8
18769,22.09
18770,22.3
18771,20.9
18772,20.98
18773,19.49
18774,19.86
18775,19.37
18776,18.0
18777,16.63
18778,18.68
18779,18.25
18780,17.45
18781,17.49
18782,16.04
18783,15.56
18784,18.35
18785,16.06
18786,15.85
18787,16.63
18788,17.48
18789,16.56
18790,16.06
18791,18.0
18792,16.74
18793,16.66
18794,15.86
18795,19.16
18796,14.8
18797,17.16
18798,16.06
18799,15.97
18800,17.32
18801,16.78
18802,16.2
18803,16.59
18804,16.1
18805,18.7
18806,28.31
18807,19.23
18808,17.72
18809,18.64
18810,16.13
18811,16.47
18812,16.06
18813,17.09
18814,17.39
18815,15.92
18816,17.05
18817,16.48
18818,14.93
18819,16.41
18820,8.97
18821,15.1
18822,16.18
18823,18.09
18824,16.15
18825,15.52
18826,16.23
18827,10.51
18828,13.69
18829,16.28
18830,16.91
18831,16.11
18832,15.57
18833,14.64
18834,16.63
18835,17.96
18836,16.09
18837,16.64
18838,16.44
18839,15.83
18840,16.72
18841,16.47
18842,15.95
18843,17.26
18844,16.22
18845,16.72
18846,15.32
18847,14.76
18848,15.31
18849,11.19
18850,13.8
18851,12.77
18852,15.33
18853,12.03
18854,20.72
18855,19.37
18856,14.8
18857,13.22
18858,11.15
18859,20.93
18860,20.94
18861,13.23
18862,12.14
18863,13.26
18864,12.86
18865,13.65
18866,13.99
18867,11.94
18868,13.11
18869,13.97
18870,13.68
18871,13.31
18872,12.87
18873,13.61
18874,12.34
18875,12.06
18876,13.27
18877,11.67
18878,12.84
18879,12.82
18880,13.28
18881,13.12
18882,12.47
18883,11.78
18884,14.01
18885,12.87
18886,13.91
18887,12.86
18888,13.4
18889,13.16
18890,13.13
18891,13.2
18892,13.65
18893,12.9
18894,12.67
18895,14.98
18896,17.97
18897,14.04
18898,12.43
18899,13.33
18900,11.85
18901,13.73
18902,12.04
18903,11.86
18904,12.74
18905,10.57
18906,10.57
18907,12.66
18908,13.05
18909,13.03
18910,12.41
18911,11.31
18912,13.04
18913,12.12
18914,12.81
18915,12.39
18916,13.01
18917,10.84
18918,13.7
18919,13.33
18920,12.97
18921,12.35
18922,12.51
18923,12.53
18924,13.21
18925,11.81
18926,13.26
18927,14.31
18928,13.34
18929,12.77
18930,15.55
18931,25.13
18932,16.38
18933,14.12
18934,12.98
18935,12.95
18936,14.1
18937,13.19
18938,13.42
18939,13.39
18940,14.06
18941,13.29
18942,13.27
18943,20.11
18944,40.11
18945,30.31
18946,23.23
18947,19.87
18948,19.53
18949,20.33
18950,16.61
18951,19.26
18952,21.26
18953,55.45
18954,54.25
18955,28.36
18956,38.91
18957,27.65
18958,23.98
18959,22.08
18960,32.03
18961,36.24
18962,29.18
18963,100.14
18964,118.41
18965,80.35
18966,50.22
18967,63.1
18968,64.88
18969,48.65
18970,40.99
18971,39.18
18972,25.24
18973,28.9
18974,26.11
18975,36.35
18976,38.93
18977,30.09
18978,31.62
18979,33.85
18980,42.42
18981,61.23
18982,72.55
18983,55.78
18984,77.11
18985,73.28
18986,51.02
18987,42.21
18988,37.68
18989,35.81
18990,41.0
18991,50.44
18992,56.19
18993,86.52
18994,86.0
18995,241.07
18996,161.21
18997,98.79
18998,79.98
18999,82.5
19000,82.19
19001,76.19
19002,67.31
19003,59.12
19004,52.35
19005,46.88
19006,46.88
19007,43.05
19008,40.39
19009,40.2
19010,33.22
19011,32.72
19012,32.28
19013,29.29
19014,33.1
19015,30.0
19016,28.66
19017,27.01
19018,27.94
19019,29.94
19020,26.03
19021,25.03
19022,24.08
19023,23.92
19024,22.31
19025,22.47
19026,22.47
19027,22.52
19028,22.42
19029,22.52
19030,22.68
19031,42.85
19032,45.45
19033,36.46
19034,30.68
19035,29.62
19036,28.55
19037,29.67
19038,27.61
19039,27.15
19040,27.48
19041,27.93
19042,29.22
19043,54.12
19044,75.94
19045,59.14
19046,53.84
19047,53.44
19048,50.29
19049,45.75
19050,41.32
19051,42.05
19052,34.65
19053,35.31
19054,33.36
19055,30.83
19056,30.59
19057,31.78
19058,40.16
19059,45.84
19060,40.48
19061,40.85
19062,44.9
19063,44.11
19064,42.98
19065,42.87
19066,39.67
19067,37.54
19068,35.52
19069,33.51
19070,33.85
19071,31.68
19072,30.83
19073,29.84
19074,34.28
19075,48.25
19076,38.87
19077,36.13
19078,35.48
19079,33.34
19080,34.19
19081,31.69
19082,31.51
19083,33.03
19084,34.1
19085,33.92
19086,34.17
19087,37.59
19088,34.86
19089,33.99
19090,32.52
19091,33.33
19092,38.93
19093,37.54
19094,36.49
19095,34.43
19096,33.36
19097,36.06
19098,35.56
19099,37.06
19100,33.36
19101,28.94
19102,26.2
19103,27.89
19104,27.13
19105,26.34
19106,28.11
19107,26.53
19108,26.88
19109,27.36
19110,29.71
19111,26.97
19112,27.67
19113,27.67
19114,27.54
19115,25.38
19116,27.04
19117,24.77
19118,24.11
19119,25.51
19120,19.48
19121,21.34
19122,22.97
19123,23.78
19124,25.29
19125,22.52
19126,22.1
19127,22.7
19128,24.07
19129,23.11
19130,20.71
19131,21.14
19132,28.06
19133,28.63
19134,26.22
19135,22.72
19136,22.33
19137,22.88
19138,21.1
19139,19.73
19140,20.11
19141,21.01
19142,19.7
19143,20.83
19144,19.52
19145,23.15
19146,19.04
19147,18.89
19148,19.09
19149,17.85
19150,17.24
19151,16.34
19152,13.7
19153,13.64
19154,16.57
19155,16.58
19156,13.39
19157,17.22
19158,18.1
19159,13.82
19160,16.22
19161,14.91
19162,17.12
19163,13.11
19164,15.92
19165,15.93
19166,15.25
19167,13.02
19168,14.19
19169,12.89
19170,10.11
19171,10.62
19172,10.62
19173,13.85
19174,11.81
19175,13.28
19176,16.39
19177,15.56
19178,13.02
19179,13.15
19180,12.99
19181,11.71
19182,10.69
19183,10.77
19184,12.78
19185,14.43
19186,14.37
19187,16.1
19188,11.75
19189,14.34
19190,14.21
19191,14.73
19192,14.65
19193,14.21
19194,14.48
19195,13.36
19196,13.56
19197,11.75
19198,12.94
19199,14.15
19200,12.57
19201,11.81
19202,12.66
19203,11.31
19204,10.7
19205,14.79
19206,12.32
19207,11.76
19208,12.13
19209,13.19
19210,13.2
19211,12.47
19212,13.35
19213,13.64
19214,12.87
19215,13.62
19216,12.75
19217,14.09
19218,14.96
19219,13.31
19220,13.48
19221,14.06
19222,13.81
19223,10.52
19224,13.59
19225,12.92
19226,13.37
19227,11.65
19228,12.06
19229,11.05
19230,13.14
19231,13.14
19232,10.65
19233,12.65
19234,13.18
19235,14.11
19236,12.3
19237,12.95
19238,12.38
19239,11.6
19240,12.64
19241,11.02
19242,12.41
19243,10.5
19244,12.8
19245,8.12
19246,12.8
19247,12.61
19248,12.61
19249,12.76
19250,12.17
19251,10.68
19252,14.18
19253,11.99
19254,12.05
19255,11.99
19256,11.69
19257,10.56
19258,12.5
19259,10.98
19260,12.89
19261,11.2
19262,13.37
19263,11.33
19264,11.07
19265,12.59
19266,11.49
19267,11.33
19268,11.8
19269,11.48
19270,12.06
19271,11.93
19272,12.56
19273,12.17
19274,10.39
19275,11.99
19276,12.42
19277,12.77
19278,11.0
19279,10.42
19280,11.56
19281,12.57
19282,11.6
19283,11.45
19284,12.8
19285,11.04
19286,12.54
19287,12.49
19288,12.72
19289,12.18
19290,11.54
19291,11.89
19292,12.19
19293,11.28
19294,12.3
19295,11.73
19296,12.03
19297,11.59
19298,11.94
19299,12.57
19300,12.23
19301,12.32
19302,12.87
19303,12.37
19304,34.51
19305,23.02
19306,19.13
19307,15.39
19308,15.63
19309,15.75
19310,14.46
19311,14.22
19312,13.58
19313,13.88
19314,13.13
19315,15.94
19316,13.63
19317,13.95
19318,13.65
19319,13.55
19320,12.79
19321,14.83
19322,13.49
19323,13.21
19324,12.94
19325,13.99
19326,12.62
19327,13.89
19328,12.98
19329,12.7
19330,13.16
19331,13.19
19332,13.03
19333,13.12
19334,13.14
19335,14.58
19336,12.15
19337,17.08
19338,15.04
19339,15.62
19340,44.5
19341,138.45
19342,116.38
19343,202.83
19344,76.49
19345,46.51
19346,44.36
19347,85.12
19348,81.06
19349,47.14
19350,36.47
19351,28.36
19352,26.66
19353,34.19
19354,156.08
19355,344.45
19356,197.65
19357,150.06
19358,186.68
19359,103.34
19360,69.98
19361,56.14
19362,50.49
19363,44.36
19364,36.64
19365,42.1
19366,40.25
19367,40.96
19368,54.05
19369,63.33
19370,106.3
19371,149.55
19372,150.11
19373,115.6
19374,87.3
19375,68.33
19376,60.16
19377,54.7
19378,50.27
19379,50.19
19380,63.66
19381,74.18
19382,61.12
19383,57.69
19384,53.97
19385,55.17
19386,52.06
19387,48.39
19388,45.82
19389,42.33
19390,43.32
19391,39.66
19392,39.0
19393,36.47
19394,34.62
19395,34.73
19396,31.06
19397,31.53
19398,29.82
19399,27.96
19400,28.63
19401,27.82
19402,33.19
19403,28.9
19404,41.03
19405,54.05
19406,42.54
19407,39.05
19408,38.18
19409,34.67
19410,34.41
19411,32.06
19412,29.2
19413,31.17
19414,27.85
19415,29.41
19416,28.09
19417,26.84
19418,26.93
19419,26.49
19420,24.25
19421,23.62
19422,23.28
19423,23.87
19424,23.41
19425,22.63
19426,24.11
19427,22.82
19428,23.41
19429,23.5
19430,31.72
19431,59.55
19432,171.13
19433,102.03
19434,75.79
19435,62.13
19436,53.38
19437,49.69
19438,46.44
19439,47.72
19440,51.48
19441,45.75
19442,42.93
19443,45.98
19444,42.86
19445,40.68
19446,35.65
19447,39.44
19448,34.86
19449,37.22
19450,36.79
19451,36.54
19452,45.87
19453,34.58
19454,33.31
19455,33.29
19456,33.65
19457,33.12
19458,34.24
19459,34.64
19460,52.43
19461,72.34
19462,64.76
19463,57.71
19464,52.3
19465,48.77
19466,43.92
19467,41.31
19468,39.36
19469,43.35
19470,38.6
19471,42.33
19472,60.69
19473,75.74
19474,56.68
19475,53.78
19476,131.31
19477,131.32
19478,116.09
19479,88.58
19480,77.33
19481,74.32
19482,71.33
19483,63.81
19484,61.25
19485,58.05
19486,60.47
19487,60.74
19488,58.32
19489,57.42
19490,56.12
19491,54.3
19492,53.55
19493,55.9
19494,52.76
19495,48.67
19496,42.75
19497,41.35
19498,41.1
19499,39.32
19500,42.2
19501,41.45
19502,40.98
19503,37.88
19504,37.34
19505,35.55
19506,35.68
19507,34.99
19508,34.04
19509,31.85
19510,30.92
19511,30.96
19512,30.57
19513,28.18
19514,29.08
19515,27.69
19516,27.69
19517,27.47
19518,26.02
19519,28.97
19520,25.39
19521,22.64
19522,23.19
19523,21.93
19524,21.8
19525,18.71
19526,20.77
19527,20.52
19528,18.13
19529,16.6
19530,17.02
19531,17.13
19532,16.31
19533,18.06
19534,17.22
19535,19.03
19536,18.18
19537,16.45
19538,18.2
19539,18.1
19540,15.51
19541,17.19
19542,17.06
19543,16.51
19544,16.22
19545,16.22
19546,14.99
19547,17.0
19548,16.65
19549,16.66
19550,16.38
19551,15.49
19552,14.78
19553,16.77
19554,15.23
19555,15.98
19556,15.1
19557,14.99
19558,14.01
19559,15.25
19560,15.3
19561,14.99
19562,16.68
19563,14.46
19564,16.06
19565,13.25
19566,14.37
19567,13.86
19568,14.4
19569,14.41
19570,12.92
19571,14.12
19572,22.69
19573,16.29
19574,11.68
19575,13.07
19576,11.23
19577,10.67
19578,11.24
19579,10.7
19580,10.59
19581,11.43
19582,11.91
19583,12.12
19584,11.59
19585,12.67
19586,12.73
19587,12.0
19588,13.3
19589,12.54
19590,12.52
19591,12.87
19592,13.47
19593,13.24
19594,13.38
19595,12.86
19596,13.38
19597,13.11
19598,12.65
19599,13.58
19600,13.42
19601,12.55
19602,13.58
19603,14.11
19604,12.5
19605,12.61
19606,14.51
19607,13.45
19608,12.32
19609,14.08
19610,13.77
19611,13.13
19612,13.25
19613,13.25
19614,13.36
19615,13.46
19616,13.53
19617,14.15
19618,11.81
19619,13.61
19620,14.03
19621,13.58
19622,14.22
19623,14.08
19624,12.75
19625,14.15
19626,14.6
19627,13.63
19628,14.44
19629,13.55
19630,14.22
19631,14.17
19632,13.17
19633,13.91
19634,12.0
19635,15.18
19636,14.29
19637,13.42
19638,14.18
19639,14.15
19640,12.79
19641,13.22
19642,13.09
19643,13.82
19644,12.43
19645,22.5
19646,12.18
19647,12.96
19648,12.7
19649,14.15
19650,12.4
19651,13.51
19652,12.61
19653,13.73
19654,11.88
19655,12.24
19656,13.19
19657,13.95
19658,13.58
19659,15.83
19660,11.47
19661,13.54
19662,12.72
19663,13.72
19664,16.24
19665,14.07
19666,14.04
19667,14.57
19668,13.94
19669,17.73
19670,30.07
19671,31.48
19672,20.05
19673,15.64
19674,15.75
19675,13.88
19676,22.87
19677,25.31
19678,21.34
19679,18.15
19680,16.29
19681,16.52
19682,17.53
19683,15.96
19684,14.77
19685,13.23
19686,13.67
19687,14.36
19688,14.58
19689,15.84
19690,14.14
19691,20.51
19692,19.38
19693,21.94
19694,23.03
19695,20.7
19696,20.14
19697,35.38
19698,110.96
19699,55.07
19700,31.95
19701,32.29
19702,32.02
19703,28.52
19704,33.21
19705,55.25
19706,103.72
19707,47.68
19708,36.39
19709,46.17
19710,11.34
19711,28.53
19712,26.98
19713,24.1
19714,22.84
19715,39.05
19716,123.85
19717,70.96
19718,51.43
19719,38.16
19720,39.44
19721,44.36
19722,32.06
19723,37.47
19724,108.05
19725,65.14
19726,45.9
19727,37.7
19728,37.7
19729,26.52
19730,38.67
19731,50.96
19732,68.49
19733,70.56
19734,58.77
19735,53.86
19736,48.52
19737,46.34
19738,43.23
19739,43.05
19740,36.48
19741,36.83
19742,34.74
19743,33.52
19744,32.1
19745,24.35
19746,35.38
19747,28.22
19748,25.66
19749,27.97
19750,31.41
19751,28.52
19752,25.55
19753,26.62
19754,32.65
19755,26.1
19756,40.28
19757,45.58
19758,37.59
19759,34.64
19760,34.48
19761,33.12
19762,31.72
19763,30.27
19764,28.14
19765,28.34
19766,27.65
19767,29.06
19768,30.05
19769,35.62
19770,144.63
19771,459.37
19772,325.18
19773,170.01
19774,126.56
19775,99.83
19776,88.63
19777,72.11
19778,69.32
19779,139.16
19780,195.29
19781,139.12
19782,100.51
19783,83.84
19784,93.14
19785,77.36
19786,69.37
19787,61.74
19788,57.03
19789,52.67
19790,50.1
19791,51.0
19792,51.79
19793,52.61
19794,52.24
19795,49.98
19796,48.21
19797,47.5
19798,47.54
19799,46.31
19800,45.62
19801,44.43
19802,43.35
19803,41.34
19804,41.7
19805,41.45
19806,41.67
19807,41.39
19808,48.54
19809,43.63
19810,42.86
19811,39.27
19812,37.85
19813,39.44
19814,36.09
19815,35.48
19816,32.66
19817,33.43
19818,30.46
19819,30.77
19820,30.2
19821,33.58
19822,32.5
19823,31.31
19824,30.08
19825,30.47
19826,28.75
19827,32.44
19828,29.98
19829,30.22
19830,26.99
19831,29.69
19832,28.61
19833,40.91
19834,48.16
19835,52.34
19836,44.6
19837,41.59
19838,34.75
19839,35.64
19840,34.68
19841,34.09
19842,32.8
19843,30.71
19844,30.51
19845,29.51
19846,29.51
19847,30.14
19848,31.56
19849,29.26
19850,28.64
19851,28.8
19852,26.4
19853,25.84
19854,29.02
19855,25.78
19856,24.73
19857,24.83
19858,25.17
19859,23.46
19860,23.93
19861,24.38
19862,27.44
19863,23.56
19864,22.61
19865,22.81
19866,22.02
19867,22.13
19868,21.48
19869,22.32
19870,20.85
19871,23.36
19872,21.97
19873,21.31
19874,21.97
19875,17.39
19876,22.29
19877,19.84
19878,19.92
19879,19.19
19880,19.32
19881,17.64
19882,17.64
19883,15.18
19884,19.58
19885,18.42
19886,20.92
19887,16.55
19888,15.32
19889,18.77
19890,17.28
19891,17.1
19892,17.06
19893,18.71
19894,17.65
19895,16.63
19896,15.47
19897,14.92
19898,15.98
19899,15.94
19900,14.03
19901,16.58
19902,15.2
19903,18.0
19904,14.58
19905,17.68
19906,16.87
19907,18.5
19908,13.95
19909,16.73
19910,17.1
19911,15.2
19912,12.84
19913,13.73
19914,15.08
19915,13.29
19916,13.28
19917,15.3
19918,13.11
19919,14.09
19920,14.37
19921,16.04
19922,12.81
19923,15.53
19924,14.46
19925,17.18
19926,19.09
19927,14.01
19928,14.0
19929,12.71
19930,13.53
19931,15.37
19932,11.1
19933,12.85
19934,13.61
19935,13.25
19936,12.66
19937,12.08
19938,13.23
19939,12.41
19940,13.69
19941,10.26
19942,12.5
19943,11.77
19944,12.75
19945,12.45
19946,12.45
19947,12.67
19948,12.4
19949,12.53
19950,12.14
19951,11.73
19952,13.05
19953,11.92
19954,12.03
19955,12.26
19956,12.24
19957,11.21
19958,12.2
19959,11.48
19960,11.34
19961,12.63
19962,11.63
19963,11.08
19964,9.69
19965,12.24
19966,11.05
19967,10.55
19968,11.86
19969,11.1
19970,11.12
19971,12.21
19972,12.62
19973,11.75
19974,12.44
19975,11.73
19976,11.6
19977,12.29
19978,12.38
19979,11.36
19980,11.39
19981,11.65
19982,10.91
19983,10.44
19984,11.7
19985,10.72
19986,12.74
19987,12.23
19988,11.43
19989,12.96
19990,11.57
19991,12.71
19992,12.21
19993,12.92
19994,11.85
19995,12.5
19996,11.67
19997,11.86
19998,11.78
19999,11.74
20000,12.45
20001,12.46
20002,12.21
20003,12.4
20004,11.9
20005,12.88
20006,12.88
20007,12.0
20008,11.54
20009,11.68
20010,13.33
20011,12.04
20012,12.12
20013,19.0
20014,16.14
20015,14.19
20016,39.07
20017,18.99
20018,15.84
20019,13.88
20020,23.78
20021,16.68
20022,18.72
20023,23.09
20024,18.36
20025,16.71
20026,16.4
20027,14.77
20028,15.08
20029,13.64
20030,13.36
20031,5.24
20032,9.97
20033,12.64
20034,13.47
20035,14.87
20036,15.05
20037,15.48
20038,16.73
20039,16.76
20040,14.01
20041,14.51
20042,14.15
20043,13.85
20044,14.92
20045,14.66
20046,14.51
20047,13.93
20048,14.12
20049,13.56
20050,12.67
20051,14.48
20052,14.32
20053,14.96
20054,15.08
20055,15.96
20056,13.63
20057,12.76
20058,13.24
20059,13.46
20060,14.72
20061,10.99
20062,14.22
20063,12.68
20064,26.23
20065,40.62
20066,113.57
20067,66.85
20068,40.42
20069,31.36
20070,26.99
20071,24.07
20072,23.39
20073,21.51
20074,21.71
20075,21.39
20076,18.02
20077,17.71
20078,17.13
20079,17.23
20080,17.46
20081,17.67
20082,15.42
20083,16.2
20084,26.21
20085,47.03
20086,42.99
20087,48.45
20088,64.73
20089,51.0
20090,47.8
20091,43.14
20092,37.37
20093,29.04
20094,27.27
20095,25.29
20096,30.53
20097,28.36
20098,34.84
20099,35.68
20100,36.46
20101,31.87
20102,25.22
20103,27.43
20104,24.9
20105,23.48
20106,23.04
20107,27.08
20108,28.61
20109,30.78
20110,29.5
20111,30.44
20112,28.86
20113,28.6
20114,32.98
20115,71.24
20116,69.39
20117,97.96
20118,75.96
20119,55.38
20120,45.99
20121,40.04
20122,37.47
20123,34.16
20124,34.16
20125,30.34
20126,29.37
20127,30.26
20128,27.08
20129,27.73
20130,25.84
20131,25.22
20132,24.88
20133,34.78
20134,33.31
20135,32.97
20136,30.96
20137,28.45
20138,30.24
20139,31.52
20140,55.51
20141,48.64
20142,45.73
20143,38.73
20144,36.72
20145,33.15
20146,31.66
20147,45.49
20148,59.92
20149,58.13
20150,59.01
20151,51.37
20152,45.6
20153,41.26
20154,35.86
20155,34.32
20156,34.39
20157,33.4
20158,35.54
20159,32.63
20160,33.77
20161,29.55
20162,31.78
20163,29.94
20164,28.49
20165,27.7
20166,28.2
20167,44.59
20168,53.88
20169,64.93
20170,120.52
20171,104.99
20172,73.87
20173,58.6
20174,50.13
20175,66.26
20176,75.11
20177,66.09
20178,59.07
20179,50.63
20180,47.62
20181,43.17
20182,50.18
20183,46.36
20184,47.35
20185,45.48
20186,45.14
20187,61.47
20188,47.68
20189,47.04
20190,45.31
20191,44.55
20192,40.4
20193,38.13
20194,36.8
20195,36.54
20196,33.36
20197,34.51
20198,32.72
20199,31.11
20200,31.2
20201,32.08
20202,38.32
20203,32.7
20204,32.53
20205,31.05
20206,30.57
20207,32.87
20208,32.88
20209,35.23
20210,32.84
20211,34.08
20212,33.4
20213,39.09
20214,52.52
20215,47.19
20216,47.98
20217,97.68
20218,155.98
20219,111.65
20220,85.3
20221,75.92
20222,69.52
20223,67.05
20224,45.93
20225,114.23
20226,66.75
20227,122.43
20228,131.78
20229,104.21
20230,88.55
20231,78.2
20232,69.49
20233,63.85
20234,55.54
20235,55.76
20236,52.81
20237,48.22
20238,43.08
20239,44.24
20240,36.66
20241,37.49
20242,36.42
20243,34.69
20244,30.84
20245,33.45
20246,30.67
20247,29.73
20248,30.95
20249,29.43
20250,29.45
20251,29.23
20252,26.06
20253,25.82
20254,23.91
20255,21.37
20256,30.29
20257,39.28
20258,45.87
20259,37.64
20260,31.24
20261,28.59
20262,27.26
20263,23.8
20264,22.16
20265,21.17
20266,22.35
20267,19.44
20268,24.98
20269,24.32
20270,22.74
20271,21.54
20272,20.96
20273,22.22
20274,20.25
20275,19.36
20276,19.36
20277,20.16
20278,18.83
20279,18.42
20280,18.88
20281,18.94
20282,13.85
20283,18.37
20284,19.21
20285,19.58
20286,17.91
20287,16.8
20288,16.58
20289,18.1
20290,16.37
20291,17.31
20292,15.55
20293,14.97
20294,14.14
20295,6.23
20296,9.05
20297,15.29
20298,14.71
20299,14.84
20300,14.87
20301,14.51
20302,15.89
20303,14.21
20304,22.95
20305,9.62
20306,11.92
20307,14.44
20308,13.84
20309,14.64
20310,14.86
20311,14.52
20312,14.33
20313,16.02
20314,12.9
20315,13.63
20316,14.13
20317,13.14
20318,14.29
20319,13.22
20320,13.8
20321,12.92
20322,11.97
20323,14.4
20324,13.0
20325,12.68
20326,13.64
20327,10.33
20328,12.2
20329,17.07
20330,8.17
20331,12.17
20332,13.56
20333,13.04
20334,12.96
20335,13.0
20336,12.56
20337,12.17
20338,11.65
20339,12.71
20340,13.66
20341,14.6
20342,12.8
20343,12.25
20344,13.77
20345,14.46
20346,13.21
20347,15.23
20348,13.97
20349,13.7
20350,13.34
20351,12.58
20352,11.97
20353,13.8
20354,14.52
20355,13.25
20356,12.93
20357,13.07
20358,14.03
20359,17.05
20360,13.16
20361,13.23
20362,10.41
20363,13.13
20364,13.13
20365,12.66
20366,11.99
20367,12.03
20368,14.96
20369,14.21
20370,13.33
20371,13.99
20372,13.86
20373,14.19
20374,16.76
20375,13.22
20376,12.53
20377,13.19
20378,12.19
20379,14.85
20380,14.06
20381,14.55
20382,13.95
20383,14.12
20384,13.62
20385,12.96
20386,12.13
20387,10.94
20388,17.73
20389,11.4
20390,18.3
20391,14.64
20392,12.79
20393,11.31
20394,16.56
20395,14.57
20396,21.74
20397,17.68
20398,12.81
20399,21.61
20400,60.55
20401,32.2
20402,20.56
20403,22.87
20404,18.34
20405,17.2
20406,15.81
20407,14.68
20408,15.81
20409,19.89
20410,16.2
20411,12.6
20412,19.45
20413,15.96
20414,15.32
20415,13.91
20416,15.1
20417,14.06
20418,19.53
20419,15.6
20420,14.64
20421,21.51
20422,14.63
20423,21.34
20424,67.95
20425,40.11
20426,25.24
20427,21.48
20428,17.46
20429,22.01
20430,19.65
20431,19.16
20432,18.46
20433,16.82
20434,16.82
20435,16.42
20436,15.45
20437,17.84
20438,17.89
20439,18.13
20440,17.39
20441,29.44
20442,85.19
20443,81.03
20444,104.63
20445,152.59
20446,133.85
20447,80.44
20448,79.95
20449,128.25
20450,153.01
20451,268.58
20452,163.05
20453,223.07
20454,309.32
20455,244.26
20456,217.04
20457,183.73
20458,178.03
20459,134.06
20460,106.41
20461,91.12
20462,81.89
20463,74.09
20464,78.15
20465,79.84
20466,69.75
20467,61.73
20468,99.28
20469,79.35
20470,69.01
20471,64.67
20472,78.97
20473,69.77
20474,67.48
20475,58.7
20476,53.66
20477,49.72
20478,51.68
20479,45.93
20480,47.4
20481,43.25
20482,73.3
20483,69.82
20484,85.43
20485,83.04
20486,77.26
20487,83.24
20488,81.76
20489,92.43
20490,82.4
20491,74.15
20492,58.03
20493,61.89
20494,58.32
20495,54.24
20496,50.85
20497,48.43
20498,45.88
20499,44.57
20500,42.77
20501,39.9
20502,40.56
20503,39.27
20504,34.88
20505,35.3
20506,33.14
20507,31.59
20508,32.56
20509,33.18
20510,31.91
20511,38.25
20512,126.16
20513,155.11
20514,123.15
20515,99.13
20516,85.3
20517,82.23
20518,118.57
20519,118.56
20520,119.71
20521,94.24
20522,81.48
20523,77.4
20524,65.62
20525,54.59
20526,67.65
20527,61.25
20528,67.35
20529,99.19
20530,103.74
20531,82.49
20532,71.66
20533,70.16
20534,71.69
20535,58.01
20536,56.19
20537,68.79
20538,114.63
20539,96.4
20540,92.2
20541,94.56
20542,106.54
20543,97.14
20544,120.47
20545,126.61
20546,123.15
20547,150.53
20548,143.75
20549,119.6
20550,115.08
20551,98.86
20552,114.56
20553,117.47
20554,110.63
20555,148.57
20556,224.94
20557,170.17
20558,140.47
20559,139.94
20560,138.61
20561,116.37
20562,97.38
20563,102.27
20564,97.54
20565,90.25
20566,91.55
20567,85.95
20568,84.34
20569,88.39
20570,80.62
20571,82.4
20572,83.5
20573,87.65
20574,86.16
20575,81.74
20576,70.69
20577,73.69
20578,70.0
20579,70.27
20580,69.41
20581,66.6
20582,62.75
20583,66.6
20584,59.6
20585,59.34
20586,53.22
20587,59.14
20588,58.44
20589,60.13
20590,61.32
20591,61.94
20592,61.81
20593,69.51
20594,71.31
20595,63.43
20596,69.44
20597,52.83
20598,45.5
20599,53.6
20600,44.31
